	summarized	lineages	abundances	resid	coverage
GCA_031128155.1_1_GCA_031128135.1_0_variants.tsv	[('Other', 0.9999999999943358)]	MEASLESgenome-B3	1.00000000	24.560379302014816	75.80848118786963
GCA_031128165.1_0.9_GCA_031128145.1_0.1_variants.tsv	[('Other', 0.9999999999906478)]	MEASLESgenome-D3 MEASLESgenome-D8	0.92452830 0.07547170	50.602618429481865	95.87894803070341
GCA_031128115.1_0.2_GCA_031129565.1_0.8_variants.tsv	[('Other', 0.999999999182594)]	MEASLESgenome-D9 MEASLESgenome-D4	0.80263200 0.19736800	81.27357547115231	95.26236315590789
GCA_031128115.1_0.9_GCA_031128135.1_0.1_variants.tsv	[('Other', 0.9999999999689227)]	MEASLESgenome-D4 MEASLESgenome-D5	0.91304300 0.08695700	63.31899659952211	96.69686674216686
GCA_031128155.1_0.7_GCA_031128165.1_0.3_variants.tsv	[('Other', 1.000000000205176)]	MEASLESgenome-B3 MEASLESgenome-D3	0.66666700 0.33333300	113.03547220995358	95.41336353340883
GCA_031128135.1_0_GCA_031128145.1_1_variants.tsv	[('Other', 0.9999999999651787)]	MEASLESgenome-D8	1.00000000	31.73787897680699	84.9502957090726
GCA_031112925.1_1_GCA_031128185.1_0_variants.tsv	[('Other', 0.9999999999976028)]	MEASLESgenome-A	1.00000000	10.313698029206938	92.50660626651566
GCA_031128115.1_0.6_GCA_031128145.1_0.4_variants.tsv	[('Other', 0.9999999999759557)]	MEASLESgenome-D4 MEASLESgenome-D8 MEASLESgenome-D11	0.60000000 0.39263800 0.00736200	74.68897527438213	97.32603498175412
GCA_031128115.1_0.4_GCA_031128135.1_0.6_variants.tsv	[('Other', 0.999999999906372)]	MEASLESgenome-D5 MEASLESgenome-D4	0.60139900 0.39860100	67.35953789230912	97.0995344155027
GCA_031128155.1_0.3_GCA_031128185.1_0.7_variants.tsv	[('Other', 0.9999999993816354)]	MEASLESgenome-H1 MEASLESgenome-B3	0.68254000 0.31746000	148.63209502573883	83.45916698125079
GCA_031128115.1_0.4_GCA_031129565.1_0.6_variants.tsv	[('Other', 0.9999999999574929)]	MEASLESgenome-D9 MEASLESgenome-D4	0.58928600 0.41071400	110.75026229798988	98.72908015603372
GCA_031112925.1_0.6_GCA_031128155.1_0.4_variants.tsv	[('Other', 0.9999999981075107)]	MEASLESgenome-A MEASLESgenome-B3	0.62711900 0.37288100	58.355381141094426	93.6957342393356
GCA_031128165.1_0.2_GCA_031128145.1_0.8_variants.tsv	[('Other', 0.9999999999991179)]	MEASLESgenome-D8 MEASLESgenome-D3	0.80000000 0.20000000	56.93664640248255	94.19277714860954
GCA_031128115.1_0.9_GCA_031129565.1_0.1_variants.tsv	[('Other', 0.9999999999415383)]	MEASLESgenome-D4 MEASLESgenome-D9	0.92753620 0.07246380	73.56834437203631	98.45224613061532
GCA_031112925.1_0.5_GCA_031128165.1_0.5_variants.tsv	[('Other', 1.0000000000030236)]	MEASLESgenome-D3 MEASLESgenome-A	0.50000000 0.50000000	40.09192854176777	95.89153139549515
GCA_031128135.1_0.3_GCA_031128185.1_0.7_variants.tsv	[('Other', 0.9999999981706791)]	MEASLESgenome-H1 MEASLESgenome-D5	0.64285701 0.35714299	165.80949292432243	91.3489367056751
GCA_031112925.1_0.8_GCA_031128165.1_0.2_variants.tsv	[('Other', 0.9999999999662552)]	MEASLESgenome-A MEASLESgenome-D3	0.80000000 0.20000000	30.98695946271863	94.37523593808984
GCA_031128115.1_0.1_GCA_031128185.1_0.9_variants.tsv	[('Other', 0.999999999342759)]	MEASLESgenome-H1 MEASLESgenome-D4 MEASLESgenome-D6	0.90000000 0.09523810 0.00476190	102.54909330114552	81.74782936957342
GCA_031128115.1_0_GCA_031129565.1_1_variants.tsv	[('Other', 0.9999999999999167)]	MEASLESgenome-D9	1.00000000	2.685368763284954	76.11048194287153
GCA_031128165.1_0.7_GCA_031128145.1_0.3_variants.tsv	[('Other', 0.9999999999835294)]	MEASLESgenome-D3 MEASLESgenome-D8	0.71153800 0.28846200	60.68361555991748	96.42632439914433
GCA_031128165.1_0.8_GCA_031128185.1_0.2_variants.tsv	[('Other', 0.9999999999902383)]	MEASLESgenome-D3 MEASLESgenome-H1	0.85714300 0.14285700	100.40510184195205	96.02365672580848
GCA_031128155.1_0.2_GCA_031128165.1_0.8_variants.tsv	[('Other', 1.0000000001815996)]	MEASLESgenome-D3 MEASLESgenome-B3	0.84090900 0.15909100	80.04601188039571	96.02365672580848
GCA_031128145.1_1_GCA_031128185.1_0_variants.tsv	[('Other', 0.9999999999651787)]	MEASLESgenome-D8	1.00000000	31.73787897680699	84.9502957090726
GCA_031112925.1_0.3_GCA_031128145.1_0.7_variants.tsv	[('Other', 0.9999999999865652)]	MEASLESgenome-D8 MEASLESgenome-A	0.69230800 0.30769200	51.75758375177647	94.35006920850635
GCA_031128165.1_0.5_GCA_031128185.1_0.5_variants.tsv	[('Other', 0.9999999997848761)]	MEASLESgenome-D3 MEASLESgenome-H1	0.57692299 0.42307700	155.40907697827788	95.77198942997357
GCA_031128165.1_1_GCA_031128115.1_0_variants.tsv	[('Other', 0.9999999999236365)]	MEASLESgenome-D3	1.00000000	40.116216631586454	93.9285264879829
GCA_031128115.1_0.5_GCA_031128135.1_0.5_variants.tsv	[('Other', 0.9999999991384496)]	MEASLESgenome-D5 MEASLESgenome-D4	0.50000000 0.50000000	65.6524841847014	97.40153517050459
GCA_031128115.1_0.8_GCA_031128135.1_0.2_variants.tsv	[('Other', 0.9999999992041091)]	MEASLESgenome-D4 MEASLESgenome-D5	0.80952400 0.19047600	71.56284781300752	97.6532024663395
GCA_031128165.1_0.1_GCA_031129565.1_0.9_variants.tsv	[('Other', 0.9999999999931937)]	MEASLESgenome-D9 MEASLESgenome-D3	0.90476200 0.09523800	42.62695411660972	92.11023027557569
GCA_031128155.1_0_GCA_031129565.1_1_variants.tsv	[('Other', 0.9999999999999167)]	MEASLESgenome-D9	1.00000000	2.685368763284954	76.11048194287153
GCA_031128145.1_0.3_GCA_031129565.1_0.7_variants.tsv	[('Other', 0.9999999993512485)]	MEASLESgenome-D9 MEASLESgenome-D8	0.68421100 0.31578900	83.45623562942285	93.8593179816283
GCA_031128115.1_0.8_GCA_031129565.1_0.2_variants.tsv	[('Other', 1.0000000000091451)]	MEASLESgenome-D4 MEASLESgenome-D9	0.82608700 0.17391300	91.81067607568227	99.59104064426828
GCA_031128165.1_0.1_GCA_031128135.1_0.9_variants.tsv	[('Other', 0.9999999999965596)]	MEASLESgenome-D5 MEASLESgenome-D3	0.90476200 0.09523800	19.670977317413012	93.57619227381402
GCA_031128115.1_0.5_GCA_031129565.1_0.5_variants.tsv	[('Other', 0.999999999574426)]	MEASLESgenome-D4 MEASLESgenome-D9	0.50000000 0.50000000	109.49566050904528	99.1506228765572
GCA_031112925.1_1_GCA_031128145.1_0_variants.tsv	[('Other', 0.9999999999976028)]	MEASLESgenome-A	1.00000000	10.313698029206938	92.50660626651566
GCA_031112925.1_0.9_GCA_031128165.1_0.1_variants.tsv	[('Other', 0.9999999999939556)]	MEASLESgenome-A MEASLESgenome-D3	0.90909100 0.09090900	24.930091798505874	94.21165219579716
GCA_031112925.1_0.6_GCA_031128115.1_0.4_variants.tsv	[('Other', 0.9999999999128392)]	MEASLESgenome-A MEASLESgenome-D4 MEASLESgenome-D6	0.60000000 0.38461500 0.01538500	56.99173296966778	97.13728450987794
GCA_031112925.1_0.4_GCA_031128165.1_0.6_variants.tsv	[('Other', 0.9999999999903055)]	MEASLESgenome-D3 MEASLESgenome-A	0.60106400 0.39893600	48.76714085261008	95.8349062539323
GCA_031128135.1_0_GCA_031128185.1_1_variants.tsv	[('Other', 0.9999999999947301)]	MEASLESgenome-H1	1.00000000	38.09122385947258	67.03158424562729
GCA_031128165.1_1_GCA_031129565.1_0_variants.tsv	[('Other', 0.9999999999236365)]	MEASLESgenome-D3	1.00000000	40.116216631586454	93.9285264879829
GCA_031128165.1_0.4_GCA_031128185.1_0.6_variants.tsv	[('Other', 0.999999999948096)]	MEASLESgenome-H1 MEASLESgenome-D3	0.52941200 0.47058800	165.17565269244	95.07361268403172
GCA_031128165.1_0.9_GCA_031128185.1_0.1_variants.tsv	[('Other', 0.9999999974175555)]	MEASLESgenome-D3	1.00000000	74.59949125522814	95.85378130111992
GCA_031128155.1_0.1_GCA_031128115.1_0.9_variants.tsv	[('Other', 0.9999999999816706)]	MEASLESgenome-D4 MEASLESgenome-B3	0.94838710 0.05161290	73.59349927418351	96.50811627029067
GCA_031128155.1_0_GCA_031128115.1_1_variants.tsv	[('Other', 0.9999999999899933)]	MEASLESgenome-D4	1.00000000	37.31609381749831	91.82710456776142
